Year,Winner,Author,Title,Publisher,Chair,Judges
2023,0,Sarah Bernstein,Study for Obedience,Granta,Esi Edugyan,"Adjoa Andoh,Mary Jean Chan,James S. Shapiro,Robert Webb"
2023,0,Jonathan Escoffery,If I Survive You,4th Estate,
2023,0,Paul Harding,This Other Eden,Hutchinson Heinemann,
2023,0,Paul Lynch,Prophet Song,Oneworld,
2023,0,Paul Murray,The Bee Sting,Hamish Hamilton,
2023,0,Chetna Maroo,Western Lane,Picador,
