Year,Winner,Author,Title,Publisher,Chair,Judges
2025,0,Susan Choi,Flashlight
2025,0,Kiran Desai,The Loneliness of Sonia and Sunny
2025,0,Katie Kitamura,Audition
2025,0,Ben Markovits,The Rest of Our Lives
2025,0,Andrew Miller,The Land in Winter
2025,0,David Szalay,Flesh
