Year,Winner,Author,Title,Publisher,Chair,Judges
2024,0,Anne Michaels,Held,Bloomsbury,Edmund de Waal,"Sara Collins,Justinbe Jordan,Yiyun Li, Nitin Sawhney"
2024,0,Rachel Kushner,Creation Lake,Jonathan Cape,
2024,0,Samantha Harvey,Orbital,Jonathan Cape,
2024,0,Percival Everett,James,Mantle,
2024,0,Yael van der Wouden,Safekeep,Viking,
2024,0,Charlotte Wood,Stone Yard Devotional,Sceptre,
