Year,Winner,Author,Title,Publisher,Chair,Judges
2022,0,NoViolet Bulawayo,Glory,Vintage Publishing,Neil MacGregor,"Shahidha Bari,Helen Castor,M. John Harrison,Alain Mabanckou"
2022,0,Percival Everett,The Trees,Influx Press,
2022,0,Alan Garner,Treacle Walker,HarperCollins,
2022,0,Shehan Karunatilaka,The Seven Moons of Maali Almeida,Sort of Books,
2022,0,Claire Keegan,Small Things Like These,Faber & Faber,
2022,0,Elizabeth Strout,Oh William!,Penguin Books,
